Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,^IXIC,^IXIC,^IXIC,^IXIC,^IXIC
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,
1994-02-03,481.9599914550781,481.9599914550781,478.7099914550781,480.7099914550781,318350000,798.4400024414062,798.9099731445312,794.8499755859375,797.7899780273438,331620000
1994-02-04,480.67999267578125,481.0199890136719,469.2799987792969,469.80999755859375,378380000,797.239990234375,797.8300170898438,777.1799926757812,777.280029296875,376030000
1994-02-07,469.80999755859375,472.0899963378906,467.57000732421875,471.760009765625,348270000,770.6400146484375,779.3200073242188,767.2999877929688,779.2000122070312,370020000
1994-02-08,471.760009765625,472.3299865722656,469.5,471.04998779296875,318180000,780.27001953125,783.0800170898438,777.77001953125,782.7000122070312,309940000
1994-02-09,471.04998779296875,473.4100036621094,471.04998779296875,472.7699890136719,332670000,783.47998046875,787.52001953125,783.1199951171875,786.530029296875,330190000
1994-02-10,472.80999755859375,473.1300048828125,468.9100036621094,468.92999267578125,327250000,788.1500244140625,788.47998046875,782.719970703125,783.4199829101562,339290000
1994-02-11,468.92999267578125,471.1300048828125,466.8900146484375,470.17999267578125,213740000,781.030029296875,783.1300048828125,778.3300170898438,781.3900146484375,208190000
1994-02-14,470.17999267578125,471.989990234375,469.04998779296875,470.2300109863281,263190000,783.6099853515625,785.8800048828125,782.1599731445312,785.4500122070312,282510000
1994-02-15,470.2300109863281,473.4100036621094,470.2300109863281,472.5199890136719,306790000,786.3800048828125,790.5800170898438,785.6199951171875,790.1199951171875,296640000
1994-02-16,472.5299987792969,474.1600036621094,471.94000244140625,472.7900085449219,295450000,792.6400146484375,793.4600219726562,790.25,792.6199951171875,338500000
1994-02-17,472.7900085449219,475.1199951171875,468.44000244140625,470.3399963378906,340030000,796.1400146484375,796.2100219726562,788.6900024414062,790.239990234375,354810000
1994-02-18,470.2900085449219,471.0899963378906,466.07000732421875,467.69000244140625,293210000,791.469970703125,792.3599853515625,784.9099731445312,788.8499755859375,300630000
1994-02-22,467.69000244140625,471.6499938964844,467.5799865722656,471.4599914550781,270900000,787.4099731445312,791.2100219726562,785.8099975585938,791.1500244140625,263270000
1994-02-23,471.4800109863281,472.4100036621094,469.4700012207031,470.69000244140625,309910000,792.6400146484375,793.1199951171875,788.510009765625,789.1099853515625,295470000
1994-02-24,470.6499938964844,470.6499938964844,464.260009765625,464.260009765625,342940000,780.760009765625,786.1799926757812,777.6900024414062,779.4400024414062,348950000
1994-02-25,464.3299865722656,466.4800109863281,464.3299865722656,466.07000732421875,273680000,781.7100219726562,783.7999877929688,779.8300170898438,783.780029296875,285650000
1994-02-28,466.07000732421875,469.1600036621094,466.07000732421875,467.1400146484375,268690000,788.239990234375,792.9299926757812,785.6199951171875,792.5,287550000
1994-03-01,467.19000244140625,467.42999267578125,462.0199890136719,464.44000244140625,304450000,792.0999755859375,793.4199829101562,783.5800170898438,788.6400146484375,307310000
1994-03-02,464.3999938964844,464.8699951171875,457.489990234375,464.80999755859375,361130000,773.010009765625,783.52001953125,772.030029296875,783.469970703125,326640000
1994-03-03,464.80999755859375,464.8299865722656,462.5,463.010009765625,291790000,784.5999755859375,786.969970703125,783.7899780273438,784.5800170898438,318360000
1994-03-04,463.0299987792969,466.1600036621094,462.4100036621094,464.739990234375,311850000,786.9000244140625,790.8800048828125,785.3599853515625,790.5499877929688,318180000
1994-03-07,464.739990234375,468.07000732421875,464.739990234375,466.9100036621094,285590000,793.6300048828125,795.7100219726562,792.0599975585938,795.0499877929688,303240000
1994-03-08,466.9200134277344,467.7900085449219,465.0199890136719,465.8800048828125,298110000,794.0900268554688,795.3599853515625,790.3599853515625,792.1199951171875,304660000
1994-03-09,465.94000244140625,467.4200134277344,463.3999938964844,467.05999755859375,309810000,792.9600219726562,794.760009765625,789.2899780273438,793.0499877929688,316900000
1994-03-10,467.0799865722656,467.2900085449219,462.4599914550781,463.8999938964844,369370000,793.8699951171875,795.0399780273438,787.010009765625,789.0900268554688,326790000
1994-03-11,463.8599853515625,466.6099853515625,462.5400085449219,466.44000244140625,303890000,786.6599731445312,789.6900024414062,786.2999877929688,789.2000122070312,279250000
1994-03-14,466.44000244140625,467.6000061035156,466.0799865722656,467.3900146484375,260150000,790.469970703125,793.239990234375,789.7100219726562,792.7999877929688,265500000
1994-03-15,467.3900146484375,468.989990234375,466.0400085449219,467.010009765625,303750000,794.4600219726562,795.6500244140625,792.4400024414062,793.52001953125,303080000
1994-03-16,467.0400085449219,469.8500061035156,465.4800109863281,469.4200134277344,307640000,794.8099975585938,799.02001953125,794.4600219726562,798.989990234375,338010000
1994-03-17,469.4200134277344,471.04998779296875,468.6199951171875,470.8999938964844,303930000,800.3900146484375,804.3099975585938,800.0599975585938,803.8499755859375,324270000
1994-03-18,470.8900146484375,471.0899963378906,467.8299865722656,471.05999755859375,462240000,799.2100219726562,804.4299926757812,799.1900024414062,803.9299926757812,311450000
1994-03-21,471.05999755859375,471.05999755859375,467.2300109863281,468.5400085449219,247380000,800.1599731445312,803.3900146484375,797.1199951171875,797.2999877929688,261550000
1994-03-22,468.3999938964844,470.4700012207031,467.8800048828125,468.79998779296875,282240000,795.9099731445312,797.489990234375,794.8599853515625,796.3400268554688,305230000
1994-03-23,468.8900146484375,470.3800048828125,468.5199890136719,468.5400085449219,281500000,798.8800048828125,799.2899780273438,796.280029296875,797.510009765625,334150000
1994-03-24,468.57000732421875,468.57000732421875,462.4100036621094,464.3500061035156,303740000,793.6500244140625,796.8499755859375,783.280029296875,786.6799926757812,373500000
1994-03-25,464.3500061035156,465.2900085449219,460.5799865722656,460.5799865722656,249640000,785.8099975585938,787.6900024414062,783.3800048828125,783.4500122070312,281290000
1994-03-28,460.5799865722656,461.1199951171875,456.1000061035156,460.0,287350000,780.010009765625,784.6400146484375,767.4600219726562,772.5,300920000
1994-03-29,460.0,460.32000732421875,452.42999267578125,452.4800109863281,305360000,770.4099731445312,773.4099731445312,755.2899780273438,755.2899780273438,309560000
1994-03-30,452.4800109863281,452.489990234375,445.54998779296875,445.54998779296875,390520000,746.1300048828125,753.27001953125,741.7999877929688,744.9099731445312,398190000
1994-03-31,445.54998779296875,447.1600036621094,436.1600036621094,445.7699890136719,403580000,743.9199829101562,747.7000122070312,731.8499755859375,743.4600219726562,413950000
1994-04-04,445.6600036621094,445.6600036621094,435.8599853515625,438.9200134277344,344390000,723.0599975585938,737.1300048828125,721.6099853515625,727.4099731445312,313720000
1994-04-05,439.1400146484375,448.2900085449219,439.1400146484375,448.2900085449219,365990000,739.5499877929688,751.0800170898438,731.9500122070312,750.9500122070312,330810000
1994-04-06,448.2900085449219,449.6300048828125,444.9800109863281,448.04998779296875,302000000,751.5499877929688,752.4500122070312,745.3900146484375,750.719970703125,293820000
1994-04-07,448.1099853515625,451.1000061035156,446.3800048828125,450.8800048828125,289280000,750.969970703125,755.2999877929688,750.4600219726562,755.1699829101562,284690000
1994-04-08,450.8900146484375,450.8900146484375,445.510009765625,447.1000061035156,264090000,753.22998046875,755.3499755859375,746.0900268554688,748.7100219726562,268820000
1994-04-11,447.1199951171875,450.3399963378906,447.1000061035156,449.8699951171875,243180000,747.5,749.4500122070312,746.27001953125,748.1099853515625,238170000
1994-04-12,449.8299865722656,450.79998779296875,447.3299865722656,447.57000732421875,257990000,746.1699829101562,747.8300170898438,738.02001953125,739.219970703125,290760000
1994-04-13,447.6300048828125,448.57000732421875,442.6199951171875,446.260009765625,278030000,740.47998046875,741.5900268554688,723.9500122070312,727.3800048828125,343360000
1994-04-14,446.260009765625,447.54998779296875,443.57000732421875,446.3800048828125,275130000,727.3800048828125,730.7000122070312,721.5700073242188,727.3099975585938,313100000
1994-04-15,446.3800048828125,447.8500061035156,445.80999755859375,446.17999267578125,309550000,728.219970703125,729.97998046875,726.8800048828125,727.969970703125,278920000
1994-04-18,446.2699890136719,447.8699951171875,441.4800109863281,442.4599914550781,271470000,731.1199951171875,731.280029296875,719.719970703125,720.4500122070312,246580000
1994-04-19,442.5400085449219,444.82000732421875,438.8299865722656,442.5400085449219,323280000,722.3499755859375,723.25,709.0999755859375,712.8499755859375,328190000
1994-04-20,442.5400085449219,445.010009765625,439.3999938964844,441.9599914550781,366540000,716.3200073242188,717.719970703125,703.4000244140625,705.52001953125,335340000
1994-04-21,441.9599914550781,449.1400146484375,441.9599914550781,448.7300109863281,378770000,709.6199951171875,718.739990234375,707.1099853515625,718.739990234375,341230000
1994-04-22,448.7300109863281,449.9599914550781,447.1600036621094,447.6300048828125,295710000,721.8400268554688,724.22998046875,720.0700073242188,722.5599975585938,319540000
1994-04-25,447.6400146484375,452.7099914550781,447.5799865722656,452.7099914550781,262320000,723.8499755859375,731.1099853515625,723.5599975585938,730.7999877929688,238290000
1994-04-26,452.7099914550781,452.7900085449219,450.6600036621094,451.8699951171875,288120000,733.530029296875,734.3800048828125,731.3099975585938,734.2100219726562,285540000
1994-04-28,451.8399963378906,452.2300109863281,447.9700012207031,449.1000061035156,325200000,736.030029296875,736.219970703125,730.9600219726562,731.6900024414062,308690000
1994-04-29,449.07000732421875,451.3500061035156,447.9100036621094,450.9100036621094,293970000,729.72998046875,734.3699951171875,728.5900268554688,733.8400268554688,263810000
1994-05-02,450.9100036621094,453.57000732421875,449.04998779296875,453.0199890136719,296130000,733.969970703125,740.9400024414062,732.719970703125,740.6799926757812,254080000
1994-05-03,453.05999755859375,453.9800109863281,450.510009765625,453.0299987792969,288270000,741.8499755859375,742.4600219726562,736.25,739.3699951171875,302080000
1994-05-04,453.0400085449219,453.1099853515625,449.8699951171875,451.7200012207031,267940000,739.3800048828125,741.4600219726562,737.4299926757812,740.2999877929688,278820000
1994-05-05,451.7200012207031,452.82000732421875,450.7200012207031,451.3800048828125,255690000,741.3599853515625,742.4299926757812,739.9199829101562,740.5499877929688,275370000
1994-05-06,451.3699951171875,451.3699951171875,445.6400146484375,447.82000732421875,291910000,732.1900024414062,737.4000244140625,730.02001953125,732.8599853515625,249510000
1994-05-09,447.82000732421875,447.82000732421875,441.8399963378906,442.32000732421875,250870000,729.9600219726562,731.72998046875,722.489990234375,722.9600219726562,223840000
1994-05-10,442.3699951171875,446.8399963378906,442.3699951171875,446.010009765625,297660000,727.4000244140625,729.3300170898438,724.0800170898438,725.0,300040000
1994-05-11,446.0299987792969,446.0299987792969,440.7799987792969,441.489990234375,277400000,724.5399780273438,725.5900268554688,716.6099853515625,717.0,312280000
1994-05-12,441.5,444.79998779296875,441.5,443.75,272770000,721.1699829101562,722.1599731445312,718.97998046875,719.6099853515625,270710000
1994-05-13,443.6199951171875,444.7200012207031,441.2099914550781,444.1400146484375,252070000,717.3200073242188,720.1400146484375,713.25,716.9199829101562,318730000
1994-05-16,444.1499938964844,445.82000732421875,443.6199951171875,444.489990234375,234700000,715.22998046875,716.9600219726562,711.0900268554688,711.9099731445312,233560000
1994-05-17,444.489990234375,449.3699951171875,443.70001220703125,449.3699951171875,311280000,708.4099731445312,712.1400146484375,703.8400268554688,711.52001953125,318170000
1994-05-18,449.3900146484375,454.45001220703125,448.8699951171875,453.69000244140625,337670000,715.5,722.5800170898438,714.6199951171875,721.9000244140625,305490000
1994-05-19,453.69000244140625,456.8800048828125,453.0,456.4800109863281,303680000,723.260009765625,728.9500122070312,722.52001953125,727.3099975585938,335750000
1994-05-20,456.4800109863281,456.4800109863281,454.2200012207031,454.9200134277344,295180000,727.2100219726562,727.3300170898438,725.0599975585938,726.7000122070312,283620000
1994-05-23,454.9200134277344,454.9200134277344,451.7900085449219,453.20001220703125,249420000,727.5999755859375,728.1099853515625,723.02001953125,724.9500122070312,230700000
1994-05-24,453.2099914550781,456.7699890136719,453.2099914550781,454.80999755859375,280040000,727.8900146484375,732.02001953125,726.5800170898438,731.469970703125,279570000
1994-05-25,454.8399963378906,456.3399963378906,452.20001220703125,456.3399963378906,254420000,729.0599975585938,732.9000244140625,727.510009765625,732.0700073242188,274180000
1994-05-26,456.3299865722656,457.7699890136719,455.7900085449219,457.05999755859375,255740000,733.8699951171875,734.4299926757812,730.1400146484375,731.6400146484375,276720000
1994-05-27,457.0299987792969,457.3299865722656,454.6700134277344,457.3299865722656,186430000,730.510009765625,733.5900268554688,729.3699951171875,733.1400146484375,205520000
1994-05-31,457.32000732421875,457.6099853515625,455.1600036621094,456.5,216700000,730.8300170898438,735.4199829101562,730.5,735.1900024414062,214430000
1994-06-01,456.5,458.2900085449219,453.989990234375,457.6300048828125,279910000,733.1799926757812,735.989990234375,730.5700073242188,735.52001953125,300340000
1994-06-02,457.6199951171875,458.5,457.260009765625,457.6499938964844,271630000,737.6500244140625,739.72998046875,735.6300048828125,739.5,297820000
1994-06-03,457.6499938964844,460.8599853515625,456.2699890136719,460.1300048828125,271490000,738.5999755859375,743.6900024414062,729.739990234375,742.3800048828125,279000000
1994-06-06,460.1300048828125,461.8699951171875,458.8500061035156,458.8800048828125,259080000,743.2899780273438,744.9400024414062,741.9400024414062,743.4299926757812,288370000
1994-06-07,458.8800048828125,459.4599914550781,457.6499938964844,458.2099914550781,234680000,742.469970703125,742.6699829101562,738.9500122070312,739.2999877929688,255550000
1994-06-08,458.2099914550781,459.739990234375,455.42999267578125,457.05999755859375,256000000,737.9600219726562,740.3300170898438,728.7000122070312,729.7899780273438,326070000
1994-06-09,457.05999755859375,457.8699951171875,455.8599853515625,457.8599853515625,252870000,730.1099853515625,730.4299926757812,727.1900024414062,728.8800048828125,283080000
1994-06-10,457.8599853515625,459.4800109863281,457.3599853515625,458.6700134277344,222480000,730.0599975585938,734.510009765625,729.8400268554688,734.25,254310000
1994-06-13,458.6700134277344,459.3599853515625,457.17999267578125,459.1000061035156,243640000,733.1300048828125,734.5399780273438,731.6400146484375,731.7000122070312,213110000
1994-06-14,459.1000061035156,462.5199890136719,459.1000061035156,462.3699951171875,288550000,733.8900146484375,736.4000244140625,733.52001953125,735.97998046875,280890000
1994-06-15,462.3800048828125,463.2300109863281,459.95001220703125,460.6099853515625,269740000,738.0,738.3900146484375,734.4500122070312,735.8400268554688,265280000
1994-06-16,460.6099853515625,461.92999267578125,459.79998779296875,461.92999267578125,256390000,733.4500122070312,735.739990234375,733.2100219726562,734.969970703125,255370000
1994-06-17,461.92999267578125,462.1600036621094,458.44000244140625,458.45001220703125,373450000,735.4500122070312,735.780029296875,728.8400268554688,729.3499755859375,278470000
1994-06-20,458.45001220703125,458.45001220703125,454.4599914550781,455.4800109863281,229520000,726.4500122070312,726.4500122070312,718.27001953125,718.8499755859375,234170000
1994-06-21,455.4800109863281,455.4800109863281,449.45001220703125,451.3399963378906,298730000,716.4199829101562,716.4199829101562,706.02001953125,708.7899780273438,296510000
1994-06-22,451.3999938964844,453.9100036621094,451.3999938964844,453.0899963378906,251110000,710.52001953125,714.6699829101562,710.52001953125,712.739990234375,263700000
1994-06-23,453.0899963378906,454.1600036621094,449.42999267578125,449.6300048828125,256480000,712.9099731445312,714.010009765625,700.239990234375,700.8499755859375,310310000
1994-06-24,449.6300048828125,449.6300048828125,442.510009765625,442.79998779296875,261260000,699.780029296875,699.780029296875,693.2999877929688,693.7899780273438,282460000
1994-06-27,442.7799987792969,447.760009765625,439.8299865722656,447.30999755859375,250080000,694.1599731445312,702.9299926757812,690.9500122070312,702.6799926757812,241230000
1994-06-28,447.3599853515625,448.4700012207031,443.0799865722656,446.07000732421875,267740000,704.1300048828125,706.989990234375,698.4000244140625,702.0499877929688,260090000
1994-06-29,446.04998779296875,449.8299865722656,446.0400085449219,447.6300048828125,264430000,702.5800170898438,707.9600219726562,702.510009765625,704.010009765625,268240000
1994-06-30,447.6300048828125,448.6099853515625,443.6600036621094,444.2699890136719,293410000,705.75,707.489990234375,702.1900024414062,705.9600219726562,281780000
1994-07-01,444.2699890136719,446.45001220703125,443.5799865722656,446.20001220703125,199030000,706.2899780273438,706.97998046875,703.4400024414062,706.8499755859375,201870000
1994-07-05,446.20001220703125,447.6199951171875,445.1400146484375,446.3699951171875,195410000,706.72998046875,707.02001953125,703.260009765625,703.5900268554688,200100000
1994-07-06,446.2900085449219,447.2799987792969,444.17999267578125,446.1300048828125,236230000,702.469970703125,702.469970703125,699.4099731445312,701.0,263050000
1994-07-07,446.1499938964844,448.6400146484375,446.1499938964844,448.3800048828125,259740000,701.47998046875,706.5599975585938,700.8599853515625,706.530029296875,268580000
1994-07-08,448.3800048828125,449.75,446.5299987792969,449.54998779296875,236520000,705.5999755859375,709.1699829101562,703.6400146484375,707.4600219726562,257210000
1994-07-11,449.55999755859375,450.239990234375,445.2699890136719,448.05999755859375,222970000,708.4600219726562,709.47998046875,703.0499877929688,706.8300170898438,225660000
1994-07-12,448.0199890136719,448.1600036621094,444.6499938964844,447.95001220703125,252250000,707.3200073242188,709.8300170898438,703.5,709.5900268554688,249600000
1994-07-13,448.0299987792969,450.05999755859375,447.9700012207031,448.7300109863281,265840000,710.8800048828125,719.530029296875,710.8800048828125,719.3499755859375,342160000
1994-07-14,448.7300109863281,454.3299865722656,448.7300109863281,453.4100036621094,322330000,720.3499755859375,725.1900024414062,720.3499755859375,721.5599975585938,351310000
1994-07-15,453.2799987792969,454.3299865722656,452.79998779296875,454.1600036621094,275860000,721.6400146484375,721.6400146484375,719.6900024414062,721.3599853515625,213820000
1994-07-18,454.4100036621094,455.7099914550781,453.260009765625,455.2200012207031,227460000,722.2999877929688,722.6400146484375,720.1500244140625,722.6199951171875,249350000
1994-07-19,455.2200012207031,455.29998779296875,453.8599853515625,453.8599853515625,251530000,722.7000122070312,723.010009765625,719.0800170898438,719.3200073242188,300460000
1994-07-20,453.8900146484375,454.1600036621094,450.69000244140625,451.6000061035156,267840000,719.5700073242188,719.5700073242188,711.0800170898438,712.77001953125,297630000
1994-07-21,451.6000061035156,453.2200012207031,451.0,452.6099853515625,292120000,713.3200073242188,715.030029296875,710.5499877929688,715.030029296875,297470000
1994-07-22,452.6099853515625,454.0299987792969,452.3299865722656,453.1099853515625,261600000,716.760009765625,717.1300048828125,713.9299926757812,716.6799926757812,293720000
1994-07-25,453.1000061035156,454.32000732421875,452.760009765625,454.25,213470000,716.6599731445312,716.8800048828125,714.6500244140625,716.8800048828125,216640000
1994-07-26,454.25,454.25,452.7799987792969,453.3599853515625,232670000,717.0999755859375,717.0999755859375,714.4299926757812,715.6599731445312,268550000
1994-07-27,453.3599853515625,453.3800048828125,451.3599853515625,452.57000732421875,251680000,715.7999877929688,716.3599853515625,712.010009765625,712.1300048828125,270680000
1994-07-28,452.57000732421875,454.92999267578125,452.29998779296875,454.239990234375,245990000,712.0599975585938,714.3099975585938,711.8699951171875,712.4299926757812,267190000
1994-07-29,454.25,459.3299865722656,454.25,458.260009765625,269560000,713.9299926757812,722.22998046875,713.9299926757812,722.1599731445312,300810000
1994-08-01,458.2799987792969,461.010009765625,458.0799865722656,461.010009765625,258180000,722.8400268554688,724.9099731445312,722.6699829101562,724.8499755859375,269660000
1994-08-02,461.010009765625,462.7699890136719,459.70001220703125,460.55999755859375,294740000,725.3300170898438,728.1400146484375,723.6500244140625,724.7999877929688,309760000
1994-08-03,460.6499938964844,461.4599914550781,459.510009765625,461.45001220703125,283840000,725.280029296875,725.4099731445312,723.5,723.6900024414062,285400000
1994-08-04,461.45001220703125,461.489990234375,458.3999938964844,458.3999938964844,289150000,724.4099731445312,724.7999877929688,719.7999877929688,720.1799926757812,271130000
1994-08-05,458.3399963378906,458.3399963378906,456.0799865722656,457.0899963378906,230270000,718.6599731445312,718.9099731445312,715.9099731445312,718.6699829101562,230910000
1994-08-08,457.0799865722656,458.29998779296875,457.010009765625,457.8900146484375,217680000,717.72998046875,720.47998046875,717.0499877929688,720.469970703125,221810000
1994-08-09,457.8900146484375,458.1600036621094,456.6600036621094,457.9200134277344,259140000,720.4600219726562,722.6099853515625,719.75,722.6099853515625,267250000
1994-08-10,457.9800109863281,460.4800109863281,457.9800109863281,460.29998779296875,279500000,722.8699951171875,728.280029296875,722.8699951171875,728.2000122070312,326430000
1994-08-11,460.30999755859375,461.4100036621094,456.8800048828125,458.8800048828125,275690000,727.6400146484375,731.760009765625,724.9199829101562,728.2000122070312,321770000
1994-08-12,458.8800048828125,462.2699890136719,458.8800048828125,461.94000244140625,249280000,729.4299926757812,731.8900146484375,728.75,731.6099853515625,259460000
1994-08-15,461.9700012207031,463.3399963378906,461.2099914550781,461.2300109863281,223210000,732.1099853515625,733.4199829101562,730.6699829101562,732.8900146484375,243590000
1994-08-16,461.2200012207031,465.20001220703125,459.8900146484375,465.010009765625,306640000,733.3900146484375,735.9099731445312,730.2999877929688,735.510009765625,295560000
1994-08-17,465.1099853515625,465.9100036621094,464.57000732421875,465.1700134277344,309250000,737.010009765625,742.72998046875,737.010009765625,742.6599731445312,335310000
1994-08-18,465.1000061035156,465.1000061035156,462.29998779296875,463.1700134277344,287330000,742.27001953125,744.7100219726562,740.1599731445312,742.1699829101562,335280000
1994-08-19,463.25,464.3699951171875,461.80999755859375,463.67999267578125,276630000,743.4600219726562,743.8300170898438,739.5999755859375,742.4299926757812,282910000
1994-08-22,463.6099853515625,463.6099853515625,461.4599914550781,462.32000732421875,235870000,741.760009765625,742.8300170898438,740.52001953125,742.2899780273438,254750000
1994-08-23,462.3900146484375,466.5799865722656,462.3900146484375,464.510009765625,307240000,743.3200073242188,749.5399780273438,743.1300048828125,747.97998046875,333210000
1994-08-24,464.510009765625,469.04998779296875,464.510009765625,469.0299987792969,310510000,748.1300048828125,751.8400268554688,747.719970703125,751.719970703125,323480000
1994-08-25,469.07000732421875,470.1199951171875,467.6400146484375,468.0799865722656,284230000,752.1900024414062,756.5399780273438,751.5700073242188,754.7999877929688,308290000
1994-08-26,468.0799865722656,474.6499938964844,468.0799865722656,473.79998779296875,305120000,756.5,764.5700073242188,756.5,762.9400024414062,316810000
1994-08-29,473.8900146484375,477.1400146484375,473.8900146484375,474.5899963378906,266080000,763.4400024414062,765.969970703125,762.9099731445312,763.2100219726562,284030000
1994-08-30,474.5899963378906,476.6099853515625,473.55999755859375,476.07000732421875,294520000,762.7000122070312,766.6300048828125,761.1500244140625,766.4600219726562,295140000
1994-08-31,476.07000732421875,477.5899963378906,474.42999267578125,475.489990234375,354650000,765.72998046875,767.5999755859375,764.5499877929688,765.6199951171875,323990000
1994-09-01,475.489990234375,475.489990234375,471.739990234375,473.1700134277344,282830000,763.0,763.0,757.4299926757812,758.9500122070312,321840000
1994-09-02,473.20001220703125,474.8900146484375,470.6700134277344,470.989990234375,216150000,759.52001953125,761.2000122070312,758.1400146484375,759.22998046875,236460000
1994-09-06,471.0,471.9200134277344,469.6400146484375,471.8599853515625,199670000,759.010009765625,759.6500244140625,757.52001953125,759.47998046875,185150000
1994-09-07,471.8599853515625,472.4100036621094,470.20001220703125,470.989990234375,290330000,760.510009765625,765.1199951171875,760.0700073242188,764.280029296875,283770000
1994-09-08,470.9599914550781,473.3999938964844,470.8599853515625,473.1400146484375,295010000,764.739990234375,769.4400024414062,764.7000122070312,769.2999877929688,303060000
1994-09-09,473.1300048828125,473.1300048828125,466.54998779296875,468.17999267578125,293360000,766.2100219726562,766.2100219726562,761.469970703125,763.72998046875,277410000
1994-09-12,468.17999267578125,468.4200134277344,466.1499938964844,466.2099914550781,244680000,763.5599975585938,763.7100219726562,759.0599975585938,760.010009765625,223400000
1994-09-13,466.2699890136719,468.760009765625,466.2699890136719,467.510009765625,293370000,761.8599853515625,765.969970703125,761.8599853515625,765.8300170898438,283030000
1994-09-14,467.54998779296875,468.8599853515625,466.82000732421875,468.79998779296875,297480000,766.280029296875,768.6400146484375,765.0499877929688,768.6099853515625,293060000
1994-09-15,468.79998779296875,474.80999755859375,468.7900085449219,474.80999755859375,281920000,768.4099731445312,778.6599731445312,768.4099731445312,778.6599731445312,298230000
1994-09-16,474.80999755859375,474.80999755859375,470.05999755859375,471.19000244140625,410750000,777.72998046875,779.5800170898438,773.9000244140625,777.9099731445312,323300000
